"material","disposition","impactCategory","impactUnits","impactFactor","warmMaterial","ifSource","impactGroup"
"ScrapMetal","landfilling","Eutrophication","kg N eq.",0.0209281631477364,"Mixed Metals","DEQ","Eutrophication"
"ScrapMetal","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","landfilling","Global warming","kg CO2 eq.",20.254519141196,"Mixed Metals","WARM","GHG's"
"ScrapMetal","landfilling","Human toxicity","CTUh",2.04323154379466e-07,"Mixed Metals","DEQ","Toxicity"
"ScrapMetal","landfilling","Water consumption","kg",86.2137150802391,"Mixed Metals","DEQ","Water"
"ScrapMetal","production","Air PM2.5","kg PM2.5 eq.",1.23972507421553,"Mixed Metals","DEQ","Air"
"ScrapMetal","production","Energy demand","MJ",33204.4727992902,"Mixed Metals","DEQ","Energy"
"ScrapMetal","production","Energy use","MJ",53661.325579685,"Mixed Metals","WARM","Energy"
"ScrapMetal","production","Eutrophication","kg N eq.",0.38318626549093,"Mixed Metals","DEQ","Eutrophication"
"ScrapMetal","production","Global warming 100","kg CO2 eq.",2720.89467944659,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","production","Global warming 100(B)","kg CO2 eq.",2716.06206509766,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","production","Global warming 20","kg CO2 eq.",2991.81241063604,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","production","Global warming 20(B)","kg CO2 eq.",2986.95456262801,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","production","Global warming","kg CO2 eq.",3649.05664311714,"Mixed Metals","WARM","GHG's"
"ScrapMetal","production","Human toxicity","CTUh",6.78205401017804e-06,"Mixed Metals","DEQ","Toxicity"
"ScrapMetal","production","Water consumption","kg",26602.183552855,"Mixed Metals","DEQ","Water"
"ScrapMetal","recycling","Air PM2.5","kg PM2.5 eq.",-0.873889342160119,"Mixed Metals","DEQ","Air"
"ScrapMetal","recycling","Energy demand","MJ",-16710.4113653631,"Mixed Metals","DEQ","Energy"
"ScrapMetal","recycling","Energy use","MJ",-70213.830109433,"Mixed Metals","WARM","Energy"
"ScrapMetal","recycling","Eutrophication","kg N eq.",-0.199314996488441,"Mixed Metals","DEQ","Eutrophication"
"ScrapMetal","recycling","Global warming 100","kg CO2 eq.",-1687.42585829239,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","recycling","Global warming 100(B)","kg CO2 eq.",-1691.29433943379,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","recycling","Global warming 20","kg CO2 eq.",-1869.45546608057,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","recycling","Global warming 20(B)","kg CO2 eq.",-1873.32483570858,"Mixed Metals","DEQ","GHG's"
"ScrapMetal","recycling","Global warming","kg CO2 eq.",-4391.16067379307,"Mixed Metals","WARM","GHG's"
"ScrapMetal","recycling","Human toxicity","CTUh",-2.80783711469346e-06,"Mixed Metals","DEQ","Toxicity"
"ScrapMetal","recycling","Water consumption","kg",-16023.402027168,"Mixed Metals","DEQ","Water"
"TinnedCan","anaerobicDigestion","Energy use","MJ",NA,"Steel Cans","WARM","Energy"
"TinnedCan","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"Steel Cans","WARM","GHG's"
"TinnedCan","combustion","Energy use","MJ",-18371.0152267894,"Steel Cans","WARM","Energy"
"TinnedCan","combustion","Global warming","kg CO2 eq.",-1590.94815294055,"Steel Cans","WARM","GHG's"
"TinnedCan","composting","Energy use","MJ",NA,"Steel Cans","WARM","Energy"
"TinnedCan","composting","Global warming","kg CO2 eq.",NA,"Steel Cans","WARM","GHG's"
"TinnedCan","landfilling","Air PM2.5","kg PM2.5 eq.",0.0119914413234302,"Steel Cans","DEQ","Air"
"TinnedCan","landfilling","Energy demand","MJ",656.292732961003,"Steel Cans","DEQ","Energy"
"TinnedCan","landfilling","Energy use","MJ",283.043033402762,"Steel Cans","WARM","Energy"
"TinnedCan","landfilling","Eutrophication","kg N eq.",0.0252949948371486,"Steel Cans","DEQ","Eutrophication"
"TinnedCan","landfilling","Global warming 100","kg CO2 eq.",38.9759305368053,"Steel Cans","DEQ","GHG's"
"TinnedCan","landfilling","Global warming 100(B)","kg CO2 eq.",37.1846134164408,"Steel Cans","DEQ","GHG's"
"TinnedCan","landfilling","Global warming 20","kg CO2 eq.",43.8386938229896,"Steel Cans","DEQ","GHG's"
"TinnedCan","landfilling","Global warming 20(B)","kg CO2 eq.",42.0440143081177,"Steel Cans","DEQ","GHG's"
"TinnedCan","landfilling","Global warming","kg CO2 eq.",20.254519141196,"Steel Cans","WARM","GHG's"
"TinnedCan","landfilling","Human toxicity","CTUh",2.14602009915236e-07,"Steel Cans","DEQ","Toxicity"
"TinnedCan","landfilling","Water consumption","kg",86.2137150802446,"Steel Cans","DEQ","Water"
"TinnedCan","production","Air PM2.5","kg PM2.5 eq.",0.66341119408675,"Steel Cans","DEQ","Air"
"TinnedCan","production","Energy demand","MJ",30067.3761510893,"Steel Cans","DEQ","Energy"
"TinnedCan","production","Energy use","MJ",31525.6511021203,"Steel Cans","WARM","Energy"
"TinnedCan","production","Eutrophication","kg N eq.",0.436459056228186,"Steel Cans","DEQ","Eutrophication"
"TinnedCan","production","Global warming 100","kg CO2 eq.",2626.33321235997,"Steel Cans","DEQ","GHG's"
"TinnedCan","production","Global warming 100(B)","kg CO2 eq.",2627.6255052991,"Steel Cans","DEQ","GHG's"
"TinnedCan","production","Global warming 20","kg CO2 eq.",2961.78283537547,"Steel Cans","DEQ","GHG's"
"TinnedCan","production","Global warming 20(B)","kg CO2 eq.",2963.06122365972,"Steel Cans","DEQ","GHG's"
"TinnedCan","production","Global warming","kg CO2 eq.",3027.47166236084,"Steel Cans","WARM","GHG's"
"TinnedCan","production","Human toxicity","CTUh",7.18299139743345e-07,"Steel Cans","DEQ","Toxicity"
"TinnedCan","production","Water consumption","kg",-784.002263532575,"Steel Cans","DEQ","Water"
"TinnedCan","recycling","Air PM2.5","kg PM2.5 eq.",-0.416800087044665,"Steel Cans","DEQ","Air"
"TinnedCan","recycling","Energy demand","MJ",-11934.3865989259,"Steel Cans","DEQ","Energy"
"TinnedCan","recycling","Energy use","MJ",-21065.4562193338,"Steel Cans","WARM","Energy"
"TinnedCan","recycling","Eutrophication","kg N eq.",-0.107060436990771,"Steel Cans","DEQ","Eutrophication"
"TinnedCan","recycling","Global warming 100","kg CO2 eq.",-1464.12962404233,"Steel Cans","DEQ","GHG's"
"TinnedCan","recycling","Global warming 100(B)","kg CO2 eq.",-1467.04858173679,"Steel Cans","DEQ","GHG's"
"TinnedCan","recycling","Global warming 20","kg CO2 eq.",-1666.30133574759,"Steel Cans","DEQ","GHG's"
"TinnedCan","recycling","Global warming 20(B)","kg CO2 eq.",-1669.24386432906,"Steel Cans","DEQ","GHG's"
"TinnedCan","recycling","Global warming","kg CO2 eq.",-1832.07541801129,"Steel Cans","WARM","GHG's"
"TinnedCan","recycling","Human toxicity","CTUh",1.41517829434493e-06,"Steel Cans","DEQ","Toxicity"
"TinnedCan","recycling","Water consumption","kg",-2678.99184096655,"Steel Cans","DEQ","Water"
"Wood","anaerobicDigestion","Energy use","MJ",NA,"Dimensional Lumber","WARM","Energy"
"Wood","anaerobicDigestion","Global warming","kg CO2 eq.",NA,"Dimensional Lumber","WARM","GHG's"
"Wood","combustion","Air PM2.5","kg PM2.5 eq.",-0.0095539604883411,"Dimensional Lumber","DEQ","Air"
"Wood","combustion","Energy demand","MJ",-5102.00688176498,"Dimensional Lumber","DEQ","Energy"
"Wood","combustion","Energy use","MJ",-8249.29722334769,"Dimensional Lumber","WARM","Energy"
"Wood","combustion","Eutrophication","kg N eq.",0.0065449582376466,"Dimensional Lumber","DEQ","Eutrophication"
"Wood","combustion","Global warming 100","kg CO2 eq.",-242.64461573701,"Dimensional Lumber","DEQ","GHG's"
"Wood","combustion","Global warming 100(B)","kg CO2 eq.",1355.3311540058,"Dimensional Lumber","DEQ","GHG's"
"Wood","combustion","Global warming 20","kg CO2 eq.",-279.464544805834,"Dimensional Lumber","DEQ","GHG's"
"Wood","combustion","Global warming 20(B)","kg CO2 eq.",1318.51904561851,"Dimensional Lumber","DEQ","GHG's"
"Wood","combustion","Global warming","kg CO2 eq.",-584.460282345671,"Dimensional Lumber","WARM","GHG's"
"Wood","combustion","Human toxicity","CTUh",-6.39681283846943e-08,"Dimensional Lumber","DEQ","Toxicity"
"Wood","combustion","Water consumption","kg",-2409.661732218,"Dimensional Lumber","DEQ","Water"
"Wood","composting","Air PM2.5","kg PM2.5 eq.",-0.075511479688968,"Dimensional Lumber","DEQ","Air"
"Wood","composting","Energy demand","MJ",-2621.75179163955,"Dimensional Lumber","DEQ","Energy"
"Wood","composting","Energy use","MJ",NA,"Dimensional Lumber","WARM","Energy"
"Wood","composting","Eutrophication","kg N eq.",0.0137477694932271,"Dimensional Lumber","DEQ","Eutrophication"
"Wood","composting","Global warming 100","kg CO2 eq.",-94.5445223710328,"Dimensional Lumber","DEQ","GHG's"
"Wood","composting","Global warming 100(B)","kg CO2 eq.",528.514318898527,"Dimensional Lumber","DEQ","GHG's"
"Wood","composting","Global warming 20","kg CO2 eq.",-55.8564181229878,"Dimensional Lumber","DEQ","GHG's"
"Wood","composting","Global warming 20(B)","kg CO2 eq.",567.21507497886,"Dimensional Lumber","DEQ","GHG's"
"Wood","composting","Global warming","kg CO2 eq.",NA,"Dimensional Lumber","WARM","GHG's"
"Wood","composting","Human toxicity","CTUh",6.18834887999877e-07,"Dimensional Lumber","DEQ","Toxicity"
"Wood","composting","Water consumption","kg",103.807850054698,"Dimensional Lumber","DEQ","Water"
"Wood","landfilling","Air PM2.5","kg PM2.5 eq.",0.0659865791268588,"Dimensional Lumber","DEQ","Air"
"Wood","landfilling","Energy demand","MJ",-201.655113098515,"Dimensional Lumber","DEQ","Energy"
"Wood","landfilling","Energy use","MJ",251.931359607029,"Dimensional Lumber","WARM","Energy"
"Wood","landfilling","Eutrophication","kg N eq.",0.940229898644602,"Dimensional Lumber","DEQ","Eutrophication"
"Wood","landfilling","Global warming 100","kg CO2 eq.",647.666266917134,"Dimensional Lumber","DEQ","GHG's"
"Wood","landfilling","Global warming 100(B)","kg CO2 eq.",1022.20760425843,"Dimensional Lumber","DEQ","GHG's"
"Wood","landfilling","Global warming 20","kg CO2 eq.",2444.69786628591,"Dimensional Lumber","DEQ","GHG's"
"Wood","landfilling","Global warming 20(B)","kg CO2 eq.",2768.285333988,"Dimensional Lumber","DEQ","GHG's"
"Wood","landfilling","Global warming","kg CO2 eq.",-1012.30987235862,"Dimensional Lumber","WARM","GHG's"
"Wood","landfilling","Human toxicity","CTUh",2.49046711318993e-07,"Dimensional Lumber","DEQ","Toxicity"
"Wood","landfilling","Water consumption","kg",-772.572163124976,"Dimensional Lumber","DEQ","Water"
"Wood","production","Air PM2.5","kg PM2.5 eq.",1.40388255224638,"Dimensional Lumber","DEQ","Air"
"Wood","production","Energy demand","MJ",22229.7270425065,"Dimensional Lumber","DEQ","Energy"
"Wood","production","Energy use","MJ",3877.30440226917,"Dimensional Lumber","WARM","Energy"
"Wood","production","Eutrophication","kg N eq.",0.185759806832587,"Dimensional Lumber","DEQ","Eutrophication"
"Wood","production","Global warming 100","kg CO2 eq.",424.153935186072,"Dimensional Lumber","DEQ","GHG's"
"Wood","production","Global warming 100(B)","kg CO2 eq.",-1032.63977685259,"Dimensional Lumber","DEQ","GHG's"
"Wood","production","Global warming 20","kg CO2 eq.",484.352539974122,"Dimensional Lumber","DEQ","GHG's"
"Wood","production","Global warming 20(B)","kg CO2 eq.",-972.446105493878,"Dimensional Lumber","DEQ","GHG's"
"Wood","production","Global warming","kg CO2 eq.",2020.04215512112,"Dimensional Lumber","WARM","GHG's"
"Wood","production","Human toxicity","CTUh",5.13729349685478e-05,"Dimensional Lumber","DEQ","Toxicity"
"Wood","production","Water consumption","kg",4160.82085646125,"Dimensional Lumber","DEQ","Water"
"Wood","recycling","Energy use","MJ",620.31077311896,"Dimensional Lumber","WARM","Energy"
"Wood","recycling","Global warming","kg CO2 eq.",-2467.97057193842,"Dimensional Lumber","WARM","GHG's"
"YardDebris","anaerobicDigestion","Air PM2.5","kg PM2.5 eq.",0.12158164476491,"Yard Trimmings","DEQ","Air"
"YardDebris","anaerobicDigestion","Energy demand","MJ",-5592.49067097309,"Yard Trimmings","DEQ","Energy"
"YardDebris","anaerobicDigestion","Energy use","MJ",-176.448464527237,"Yard Trimmings","WARM","Energy"
"YardDebris","anaerobicDigestion","Eutrophication","kg N eq.",0.307444850516307,"Yard Trimmings","DEQ","Eutrophication"
"YardDebris","anaerobicDigestion","Global warming 100","kg CO2 eq.",140.216407284071,"Yard Trimmings","DEQ","GHG's"
"YardDebris","anaerobicDigestion","Global warming 100(B)","kg CO2 eq.",161.688678108795,"Yard Trimmings","DEQ","GHG's"
"YardDebris","anaerobicDigestion","Global warming 20","kg CO2 eq.",507.429113854373,"Yard Trimmings","DEQ","GHG's"
"YardDebris","anaerobicDigestion","Global warming 20(B)","kg CO2 eq.",516.449604212939,"Yard Trimmings","DEQ","GHG's"
"YardDebris","anaerobicDigestion","Global warming","kg CO2 eq.",-89.1609325748468,"Yard Trimmings","WARM","GHG's"
"YardDebris","anaerobicDigestion","Human toxicity","CTUh",3.85096521726875e-05,"Yard Trimmings","DEQ","Toxicity"
"YardDebris","anaerobicDigestion","Water consumption","kg",1230.13522060335,"Yard Trimmings","DEQ","Water"
"YardDebris","combustion","Air PM2.5","kg PM2.5 eq.",-0.0080969412274328,"Yard Trimmings","DEQ","Air"
"YardDebris","combustion","Energy demand","MJ",-3871.25966846862,"Yard Trimmings","DEQ","Energy"
"YardDebris","combustion","Energy use","MJ",-2782.89544884018,"Yard Trimmings","WARM","Energy"
"YardDebris","combustion","Eutrophication","kg N eq.",-0.00248344825722957,"Yard Trimmings","DEQ","Eutrophication"
"YardDebris","combustion","Global warming 100","kg CO2 eq.",-164.198346420304,"Yard Trimmings","DEQ","GHG's"
"YardDebris","combustion","Global warming 100(B)","kg CO2 eq.",924.85787317577,"Yard Trimmings","DEQ","GHG's"
"YardDebris","combustion","Global warming 20","kg CO2 eq.",-185.209793077438,"Yard Trimmings","DEQ","GHG's"
"YardDebris","combustion","Global warming 20(B)","kg CO2 eq.",903.851263800582,"Yard Trimmings","DEQ","GHG's"
"YardDebris","combustion","Global warming","kg CO2 eq.",-166.906671162637,"Yard Trimmings","WARM","GHG's"
"YardDebris","combustion","Human toxicity","CTUh",-3.84679219911474e-08,"Yard Trimmings","DEQ","Toxicity"
"YardDebris","combustion","Water consumption","kg",-3179.64831849677,"Yard Trimmings","DEQ","Water"
"YardDebris","composting","Air PM2.5","kg PM2.5 eq.",0.0276168323640281,"Yard Trimmings","DEQ","Air"
"YardDebris","composting","Energy demand","MJ",-543.11278049383,"Yard Trimmings","DEQ","Energy"
"YardDebris","composting","Energy use","MJ",616.1525872,"Yard Trimmings","WARM","Energy"
"YardDebris","composting","Eutrophication","kg N eq.",0.0566137868360415,"Yard Trimmings","DEQ","Eutrophication"
"YardDebris","composting","Global warming 100","kg CO2 eq.",-68.6436663298041,"Yard Trimmings","DEQ","GHG's"
"YardDebris","composting","Global warming 100(B)","kg CO2 eq.",403.066000880116,"Yard Trimmings","DEQ","GHG's"
"YardDebris","composting","Global warming 20","kg CO2 eq.",-26.5573200230891,"Yard Trimmings","DEQ","GHG's"
"YardDebris","composting","Global warming 20(B)","kg CO2 eq.",445.155021176933,"Yard Trimmings","DEQ","GHG's"
"YardDebris","composting","Global warming","kg CO2 eq.",-146.31201959603,"Yard Trimmings","WARM","GHG's"
"YardDebris","composting","Human toxicity","CTUh",6.38547631917614e-07,"Yard Trimmings","DEQ","Toxicity"
"YardDebris","composting","Water consumption","kg",158.511892828043,"Yard Trimmings","DEQ","Water"
"YardDebris","landfilling","Air PM2.5","kg PM2.5 eq.",0.049329542213111,"Yard Trimmings","DEQ","Air"
"YardDebris","landfilling","Energy demand","MJ",62.8333023530382,"Yard Trimmings","DEQ","Energy"
"YardDebris","landfilling","Energy use","MJ",160.872784241325,"Yard Trimmings","WARM","Energy"
"YardDebris","landfilling","Eutrophication","kg N eq.",0.91644290869429,"Yard Trimmings","DEQ","Eutrophication"
"YardDebris","landfilling","Global warming 100","kg CO2 eq.",459.911096778336,"Yard Trimmings","DEQ","GHG's"
"YardDebris","landfilling","Global warming 100(B)","kg CO2 eq.",718.375298259651,"Yard Trimmings","DEQ","GHG's"
"YardDebris","landfilling","Global warming 20","kg CO2 eq.",1704.15807558201,"Yard Trimmings","DEQ","GHG's"
"YardDebris","landfilling","Global warming 20(B)","kg CO2 eq.",1927.38378230445,"Yard Trimmings","DEQ","GHG's"
"YardDebris","landfilling","Global warming","kg CO2 eq.",-179.849239252915,"Yard Trimmings","WARM","GHG's"
"YardDebris","landfilling","Human toxicity","CTUh",2.27551373750261e-07,"Yard Trimmings","DEQ","Toxicity"
"YardDebris","landfilling","Water consumption","kg",-507.70332185163,"Yard Trimmings","DEQ","Water"
"YardDebris","production","Air PM2.5","kg PM2.5 eq.",0.00889222163892035,"Yard Trimmings","DEQ","Air"
"YardDebris","production","Energy demand","MJ",258.327833312817,"Yard Trimmings","DEQ","Energy"
"YardDebris","production","Energy use","MJ",0,"Yard Trimmings","WARM","Energy"
"YardDebris","production","Eutrophication","kg N eq.",0.0327297878665514,"Yard Trimmings","DEQ","Eutrophication"
"YardDebris","production","Global warming 100","kg CO2 eq.",14.0051726663496,"Yard Trimmings","DEQ","GHG's"
"YardDebris","production","Global warming 100(B)","kg CO2 eq.",14.3783742497895,"Yard Trimmings","DEQ","GHG's"
"YardDebris","production","Global warming 20","kg CO2 eq.",16.4780275396367,"Yard Trimmings","DEQ","GHG's"
"YardDebris","production","Global warming 20(B)","kg CO2 eq.",16.8379175714343,"Yard Trimmings","DEQ","GHG's"
"YardDebris","production","Global warming","kg CO2 eq.",NA,"Yard Trimmings","WARM","GHG's"
"YardDebris","production","Human toxicity","CTUh",3.43440152826024e-07,"Yard Trimmings","DEQ","Toxicity"
"YardDebris","production","Water consumption","kg",-1089.87389626459,"Yard Trimmings","DEQ","Water"
"YardDebris","recycling","Energy use","MJ",NA,"Yard Trimmings","WARM","Energy"
"YardDebris","recycling","Global warming","kg CO2 eq.",NA,"Yard Trimmings","WARM","GHG's"
